intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
4569000,0.01849191155936717,0.3651986252098154,0.01849191155936717,0.013324558902653123,1.360472751149048,1.0,0.9848159300263171,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-protozoa-k51.zip,"GCA_000743755.1 Blastocystis sp. subtype 4 strain=WR1, ASM74375v1",5b7c7851b09ae300a83cf29f75385977,0.3651986252098154,4569000,0,190245000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9247391642824714,0.9804425252721113,0.9525908447772913,0.9804425252721113,False,6216,6216,466507,Eukaryota;;Bigyra;Opalinata;Blastocystidae;Blastocystis;Blastocystis sp. subtype 4
1633000,0.006609168653194701,0.6114649681528662,0.0066051213974364685,0.009011654701858707,2.575980392156863,2.0,1.5013430326132386,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_900542845.1 uncultured Lachnospiraceae bacterium, UMGS496",d898ca0059fa7c3ac683aadeaf6f7ebd,0.6118396403147246,1632000,11,163865000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9062703696969377,0.9904132087850459,0.9483417892409918,0.9904132087850459,False,4204,73623,466507,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;;uncultured Lachnospiraceae bacterium
1625000,0.006576790607128837,0.6174012158054711,0.006576790607128837,0.009545408750565372,2.740307692307692,2.0,1.5725354042542687,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_021770645.1 Akkermansia muciniphila, ASM2177064v1",ed5b1905e8a598bd4a3b259100b2d146,0.6174012158054711,1625000,12,162240000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9061831054247903,0.9905889520075435,0.948386028716167,0.9905889520075435,False,4453,78076,466507,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
1643000,0.0066496412107770325,0.48316651501364877,0.006447278422865376,0.0077769465409950975,2.2774639045825484,1.0,3.8924138682044274,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_015560155.1 Coprococcus comes strain=D54t1_190329_E4, ASM1556015v1",298c84e3e1854883521fa8e796325ae2,0.49833181680315436,1593000,13,160647000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9063788625301422,0.9864361794693545,0.9464075209997483,0.9864361794693545,False,3628,81704,466507,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;Coprococcus comes
1611000,0.006520129026513572,0.525965379494008,0.006394664098008346,0.006720156396367043,1.9841772151898733,2.0,1.7350818808205386,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_003096855.1 Bacteroides galacturonicus strain=DSM 3978, ASM309685v1",53e67b6e2935b9bea71f93a16a6090a7,0.5362849533954727,1580000,14,159067000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.906029374523952,0.9878568862305073,0.9469431303772297,0.9878568862305073,False,3135,84839,466507,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides galacturonicus
1579000,0.0063906168422501125,0.6359242851389448,0.0063906168422501125,0.009131695773053781,2.6979100696643443,2.0,1.552318151128881,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_018374495.1 Ruminococcus bicirculans, ASM1837449v1",04efd2021e55889d6ee633f8153c3968,0.6359242851389448,1579000,15,157488000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9056730132208913,0.9911632798448946,0.9484181465328929,0.9911632798448946,False,4260,89099,466507,Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;Ruminococcus bicirculans
1575000,0.0063744278192171796,0.7035874439461883,0.006350144284667781,0.0064650691200775125,1.9222434671765456,2.0,1.1126807479140393,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_014866905.1 Alistipes putredinis, ASM1486690v1",3551f6387faace158666373d2b631c35,0.7062780269058296,1569000,16,155919000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9056279710844188,0.9932046384410069,0.9494163047627129,0.9932046384410069,False,3016,92115,466507,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes putredinis
1537000,0.0062206321004043205,0.2435489009238611,0.006188254054338455,0.0038241655537859026,1.1667756703727927,1.0,0.45351054485382736,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_003439895.1 Parabacteroides gordonii strain=OM02-37, OM02-37",8da3d95a49ba609dd7492df6bdc11f8b,0.2448231920993947,1529000,17,154390000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9051943890699676,0.9727846673130075,0.9389895281914875,0.9727846673130075,False,1784,93899,466507,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides gordonii
1570000,0.006354191540426014,0.36945932781295665,0.006139686985239658,0.005494022597731653,1.6895187870797628,1.0,1.8028694898153057,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_003481015.1 Clostridium sp. TM06-18 strain=TM06-18, ASM348101v1",a2d51bfc45d608cd4554a79ca73b88c4,0.38236726741354116,1517000,18,152873000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9055715104401686,0.9813260941725384,0.9434488023063534,0.9813260941725384,False,2563,96462,466507,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium sp. TM06-18
1657000,0.006706302791392296,0.21834250941756012,0.006099214427657327,0.003920627128853372,1.2136695421366954,1.0,0.5835606828985932,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_900624795.1 Bacteroides thetaiotaomicron VPI-5482, 81H8",e0da20d69951195db88e79bdf7097931,0.24007534048102,1507000,19,151366000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9065296698484142,0.9724111993920077,0.939470434620211,0.9724111993920077,False,1829,98291,466507,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron;Bacteroides thetaiotaomicron VPI-5482
1498000,0.006062789125833229,0.6470842332613391,0.006062789125833229,0.0066644230418836155,2.07543391188251,2.0,2.028909216496201,/tmp/nxf.XXXXHmgDBE/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000437495.1 Prevotella sp. CAG:485, MGS485",f299cd43588a57af02210c250c446ec5,0.6470842332613391,1498000,20,149868000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9047383289857672,0.9915014401974389,0.948119884591603,0.9915014401974389,False,3109,101400,466507,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:485
1452000,0.005876615360954505,0.484,0.005876615360954505,0.013678251344567178,4.394628099173554,4.0,2.3011672237621768,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_018377675.1 Faecalibacterium sp., ASM1837767v1",d7059d1821f95ad5f2e0d486c6886b76,0.484,1452000,21,148416000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9041852068507882,0.9858719205604083,0.9450285637055982,0.9858719205604083,False,6381,107781,466507,Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;Faecalibacterium sp.
1600000,0.006475609213173008,0.1815068493150685,0.005791622990031609,0.0072067514528185,2.3494060097833684,1.0,3.784489382304,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_001406235.1 [Ruminococcus] torques strain=2789STDY5834918, 14207_7#41",07abe1a26ac4057caf8cd9e3b7c056cd,0.20294266869609334,1431000,22,146985000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9059076643159885,0.9692126763063922,0.9375601703111903,0.9692126763063922,False,3362,111143,466507,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;[Ruminococcus] torques
1431000,0.005791622990031609,0.6444545869465997,0.0057147251306251794,0.030276073027843096,10.002832861189802,10.0,4.502123253302673,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_008671275.1 Ruminococcus sp., ASM867127v1",b378acf56b865d9ebeea4cb1308f9e67,0.6531264262893656,1412000,23,145573000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.903926958520296,0.9916821479322331,0.9478045532262646,0.9916821479322331,False,14124,125267,466507,Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;Ruminococcus sp.
1385000,0.005605449225152885,0.5403823644166992,0.005605449225152885,0.008254967235218335,2.780505415162455,2.0,1.7060676693994157,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_905216065.1 uncultured bacterium, ERR260195-mag-bin.6",cc84cea524a3a8633aef8163836ead19,0.5403823644166992,1385000,24,144188000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9033480394389485,0.9880043265816819,0.9456761830103152,0.9880043265816819,False,3851,129118,466507,Bacteria;;;;;;uncultured bacterium
3734000,0.015112453001242507,0.03713397677081629,0.005512362342713523,0.006900218003159653,2.3634361233480177,1.0,2.848486616626003,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-protozoa-k51.zip,"GCA_002893375.1 Cyclospora cayetanensis strain=CDC:HCVA02:15, ASM289337v1",f1e29b0b106063a5c1fb67e891611659,0.10180489666830253,1362000,25,142826000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9210870694255126,0.956190630169769,0.9386388497976408,0.956190630169769,False,3219,132337,466507,Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;Eimeriidae;Cyclospora;Cyclospora cayetanensis
1378000,0.005577118434845253,0.3059958649207443,0.005390944669966529,0.003959211758880359,1.3866366366366367,1.0,0.7269388138889251,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_012844125.1 Bacteroides eggerthii strain=WCA3-601-WT-5E, ASM1284412v1",af982ac06c87368d2227105e3221045a,0.31656328968527453,1332000,26,141494000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9032582941962679,0.9776988600794804,0.9404785771378741,0.9776988600794804,False,1847,134184,466507,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides eggerthii
1361000,0.00550831508695529,0.3455040871934605,0.005131920301439609,0.0041628528618005735,1.5315457413249212,1.0,1.0217424076509078,/tmp/nxf.XXXXHmgDBE/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025147765.1 Blautia obeum ATCC 29174 strain=ATCC 29174, ASM2514776v1",aa800a95b7aa246d998085e9b2fb3124,0.37084468664850134,1268000,27,140226000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9030384670151619,0.9807375089806092,0.9418879879978855,0.9807375089806092,False,1942,136126,466507,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum
1259000,0.005095494999615511,0.6801948051948052,0.005087400488099044,0.007163879641677403,2.658711217183771,2.0,1.775056356668462,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_003525415.1 Oscillibacter sp., ASM352541v1",0826e042e9b3d132db361688a2666742,0.6812770562770563,1257000,28,138969000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9016601381254815,0.992503023613102,0.9470815808692918,0.992503023613102,False,3342,139468,466507,Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter;Oscillibacter sp.
1318000,0.0053342830893512655,0.3337769496939047,0.005075258720824345,0.004336483696922019,1.6132376395534291,1.0,1.233962592775627,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_900066985.1 uncultured Lachnospira sp., 14207_7#90",fd5e6758a141d0dfd0f9c8e95574d2c8,0.3508118179398456,1254000,29,137715000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9024701869449944,0.9796701748839899,0.9410701809144921,0.9796701748839899,False,2023,141491,466507,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira;uncultured Lachnospira sp.
1317000,0.005330235833593032,0.3261521679847287,0.004840517886846823,0.003847745049913506,1.5008361204013378,1.0,1.356576685722984,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_900066335.1 uncultured Blautia sp., 13414_6#64",b59854c7c9cb92a6f0ee02a5b97cd732,0.35914916825743115,1196000,30,136519000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9024567559294087,0.980121462325059,0.9412891091272338,0.980121462325059,False,1795,143286,466507,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;uncultured Blautia sp.
1187000,0.004804092585022725,0.37261753494282085,0.004747431004407461,0.004156422090129408,1.6530264279624893,1.0,1.1239399689763319,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_900753185.1 uncultured Oscillospiraceae bacterium, ERS396342_34",985fd1435f9ca6bfcb62d5375e72137c,0.37706480304955525,1173000,31,135346000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9006196107676306,0.981057430100524,0.9408385204340773,0.981057430100524,False,1939,145225,466507,Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;;uncultured Oscillospiraceae bacterium
1226000,0.004961935559593817,0.3753804531619885,0.0044924538916387745,0.004225016987955165,1.7756756756756757,1.0,2.368171690582208,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_020538005.1 [Ruminococcus] lactaris strain=MSK.17.86, ASM2053800v1",46a8e15b31e7075299da4cc21fa8a823,0.41460940142035846,1110000,32,134236000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9011906737070263,0.9828850477095319,0.9420378607082791,0.9828850477095319,False,1971,147196,466507,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;[Ruminococcus] lactaris
1225000,0.004957888303835584,0.24252641042930995,0.004366988963133547,0.0040856836017465975,1.7664504170528268,1.0,1.6095018787152349,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_014865245.1 Eubacterium sp., ASM1486524v1",fe43443679e3f5a81636cbc359ef2762,0.27534277365700155,1079000,33,133157000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9011762548861484,0.9750280975987194,0.938102176242434,0.9750280975987194,False,1906,149102,466507,Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium sp.
1218000,0.004929557513527952,0.2531400966183575,0.00424152403462832,0.0035969449547380854,1.6011450381679388,1.0,2.184976161492883,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_003473905.1 Ruminococcus sp. AM12-48 strain=AM12-48, ASM347390v1",48083e98cf5b98feb40dee0adac24c6a,0.2942028985507246,1048000,34,132109000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.901074998850186,0.9762955565381439,0.938685277694165,0.9762955565381439,False,1678,150780,466507,Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;Ruminococcus sp. AM12-48
1210000,0.004897179467462087,0.27120926474548884,0.004075586548540762,0.005346114849294866,2.476663356504469,1.0,3.782466420646012,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_021620195.1 Roseburia sp., ASM2162019v1",26d1ff689799e52b94a64d0c87f3f45b,0.32588203608941557,1007000,35,131102000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.9009585767101695,0.9782552000241895,0.9396068883671795,0.9782552000241895,False,2494,153274,466507,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;Roseburia sp.
1018000,0.004120106361881326,0.30776545166402536,0.003929885341244369,0.005215355825314519,2.505664263645726,2.0,2.436150423145398,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_905206535.1 uncultured Bacteroides sp., ERR414240-mag-bin.27",8dd54ccd130ff20cfa7e8328bd148e6e,0.32266244057052296,971000,36,130131000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.8979114271400336,0.9780647702608131,0.9379880987004233,0.9780647702608131,False,2433,155707,466507,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.
983000,0.003978452410343167,0.5132135306553911,0.003929885341244369,0.004818791572259366,2.31513903192585,2.0,1.5119051949332705,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_900545235.1 uncultured Clostridiales bacterium, UMGS759",0f22f9df91d7b00f528594d96dad1e59,0.5195560253699789,971000,37,129160000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.89729566977538,0.9872432303942021,0.942269450084791,0.9872432303942021,False,2248,157955,466507,Bacteria;Firmicutes;Clostridia;Eubacteriales;;;uncultured Eubacteriales bacterium
953000,0.003857034737596173,0.73933281613654,0.003857034737596173,0.01871568915364614,9.161594963273872,9.0,4.652128824285724,/tmp/nxf.XXXXHmgDBE/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_016292645.1 Clostridia bacterium, ASM1629264v1",7a4fde05e6e37a1f0d744023f70506d8,0.73933281613654,953000,38,128207000,ERR479480_2.fastq.gz,ERR479480,2662ef58,247081000,51,DNA,1000,247081,True,0.89675052218361,0.9940957909248149,0.9454231565542124,0.9940957909248149,False,8731,166686,466507,Bacteria;Firmicutes;Clostridia;;;;Clostridia bacterium
