intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
749000,0.03056643813254979,0.4725552050473186,0.03056643813254979,0.03704501980224695,1.835781041388518,2.0,1.725796218436912,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003019695.1 Fusobacterium gonidiaformans ATCC 25563 strain=ATCC 25563, ASM301969v1",eb25fabc2007164c48d9432681601085,0.4725552050473186,749000,0,6427000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.9338968667010674,0.9854094361136957,0.9596531514073816,0.9854094361136957,False,1375,1375,37117,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_C;s__Fusobacterium_C gonidiaformans
187000,0.007631407117205355,0.07352941176470588,0.007345739471106758,0.005145890023439395,1.0611111111111111,1.0,0.2821325316798805,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000262545.1 Prevotella bivia DSM 20514 strain=DSM 20514, ASM26254v1",49a47293cc042ad7611e58377689d1e4,0.0763888888888889,180000,11,2431000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.9088295587573328,0.9508207069999987,0.9298251328786657,0.9508207069999987,False,191,5987,37117,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia
167000,0.0068152138426379365,0.06410748560460652,0.0068152138426379365,0.004876471697604871,1.0838323353293413,1.0,0.29796060609879593,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000153925.1 [Ruminococcus] torques ATCC 27756 strain=ATCC 27756, ASM15392v1",4abf9d69f1e69e10e84c4f7510c75164,0.06410748560460652,167000,12,2264000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.9068160654679087,0.947558548048088,0.9271873067579983,0.947558548048088,False,181,6168,37117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques
163000,0.006651975187724453,0.03303862261516985,0.005794972249428665,0.004122100385268206,1.0774647887323943,1.0,0.2673275055789057,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025151215.1 Parabacteroides merdae ATCC 43184 strain=ATCC 43184, ASM2515121v1",04366d02afc93cbeed4bfc2d3a9aa9a9,0.037924616100511864,142000,13,2122000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.9063850993504297,0.937855024956193,0.9221200621533113,0.937855024956193,False,153,6321,37117,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae
133000,0.005427685275873327,0.03131163708086785,0.005182827293503101,0.003879623892017135,1.1338582677165354,1.0,0.4230039690886077,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000174195.1 Roseburia inulinivorans DSM 16841 strain=DSM 16841, ASM17419v1",e3692c21f5a57009b8f3ea43032066c2,0.03279092702169625,127000,14,1995000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.9027774022373549,0.9351841364467668,0.9189807693420609,0.9351841364467668,False,144,6465,37117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans
130000,0.005305256284688214,0.0377008652657602,0.004978778974861247,0.0039335075571840395,1.1967213114754098,1.0,0.5377449005526796,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025149785.1 Coprococcus comes ATCC 27758 strain=ATCC 27758, ASM2514978v1",3a055d916786f743b82f17b95fcc483f,0.040173053152039555,122000,15,1873000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.9023736381332519,0.938914775086217,0.9206442066097345,0.938914775086217,False,146,6611,37117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus comes
120000,0.004897159647404506,0.023966578715919087,0.004448253346392426,0.003313845407764636,1.128440366972477,1.0,0.38553947503579256,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025148125.1 Blautia wexlerae DSM 19850 strain=DSM 19850, ASM2514812v1",7f2073ec6218c72ec98b02ac15cb9880,0.026385224274406333,109000,16,1764000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.900958505212086,0.9312071244406152,0.9160828148263506,0.9312071244406152,False,123,6734,37117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae
107000,0.004366634018935684,0.04695041684949539,0.004366634018935684,0.002963601584179756,1.02803738317757,1.0,0.16507964236126818,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003269275.1 Phascolarctobacterium faecium DSM 14760 strain=DSM 14760, ASM326927v1",7c43b2da8075c4100917842aa30c8367,0.04695041684949539,107000,17,1657000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.8989351625094084,0.9417892193144621,0.9203621909119353,0.9417892193144621,False,110,6844,37117,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium
102000,0.00416258570029383,0.039504260263361735,0.00416258570029383,0.002990543416763208,1.088235294117647,1.0,0.31631893735101324,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_004000625.1 Candidatus Cibiobacter qucibialis, ASM400062v1",442a7b6ad44794daf4265d6e6158d0b9,0.039504260263361735,102000,18,1555000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.8980920393180629,0.9386057585787835,0.9183488989484232,0.9386057585787835,False,111,6955,37117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis
103000,0.004203395364022201,0.027164685908319185,0.0039177277179236044,0.0027750087560955896,1.0729166666666667,1.0,0.29737713382542075,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_005121165.3 Dysosmobacter welbionis strain=J115, ASM512116v3",09a34dca3e142e3d9e58ce200e89b31c,0.029145444255800793,96000,19,1459000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.8982638585567919,0.9330255630907694,0.9156447108237806,0.9330255630907694,False,103,7058,37117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter welbionis
103000,0.004203395364022201,0.02443609022556391,0.0037136793992817497,0.002532532262844519,1.032967032967033,1.0,0.17855029460738372,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001487165.1 Blautia massiliensis strain=GD9, Blautia massiliensis1",26a084514a434ed691fd39a9b849e9f4,0.02765843179377014,91000,20,1368000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.8982638585567919,0.9320680024608922,0.915165930508842,0.9320680024608922,False,94,7152,37117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis
202000,0.008243552073130917,0.015135878912968696,0.0035912504080966375,0.002532532262844519,1.0681818181818181,1.0,0.29370109053000193,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000210075.1 Bacteroides xylanisolvens XB1A strain=XB1A, ASM21007v1",6bf3ff1d807c2ab1988e6b3c386a7cec,0.0347437220502236,88000,21,1280000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.9102055886856338,0.9362454760503512,0.9232255323679925,0.9362454760503512,False,94,7246,37117,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens
81000,0.003305582761998041,0.02187938288920056,0.0031831537708129284,0.002236172104426543,1.064102564102564,1.0,0.24493555351977947,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000157975.1 Blautia hydrogenotrophica DSM 10507 strain=DSM 10507, ASM15797v1",bff69b163009f704f90016a208f39e94,0.022720897615708276,78000,22,1202000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.8940417595469933,0.9284810593299403,0.9112614094384668,0.9284810593299403,False,83,7329,37117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A hydrogenotrophica
232000,0.009467841984982043,0.010863350485991996,0.003101534443356187,0.0022631139370099954,1.105263157894737,1.0,0.3831636783831852,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900557355.1 uncultured Bacteroides sp., UMGS2042",26cd6f99620cbd40a9534fcb50c2c063,0.03316180674671241,76000,23,1126000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.9126802382112441,0.9353903939266662,0.9240353160689552,0.9353903939266662,False,84,7413,37117,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900557355
79000,0.0032239634345412995,0.01581356637536413,0.003101534443356187,0.0022631139370099954,1.105263157894737,1.0,0.3068922049918579,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000012845.1 Parabacteroides distasonis ATCC 8503 strain=ATCC 8503, ASM1284v1",85c74583c59734abc0e8f1a3e909b79d,0.01643778610070745,76000,24,1050000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.893603588363815,0.9226065547697543,0.9081050715667847,0.9226065547697543,False,84,7497,37117,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis
90000,0.003672869735553379,0.02624113475177305,0.003019915115899445,0.002155346606676186,1.0810810810810811,1.0,0.27295959292870475,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_024168045.1 Dorea longicatena strain=NB2A-3-NA, ASM2416804v1",5fba9226860b39ee4f11395602a350d1,0.031914893617021274,74000,25,976000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.8958906628405452,0.9346877207411313,0.9152891917908382,0.9346877207411313,False,80,7577,37117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena_B
231000,0.009427032321253673,0.0359251968503937,0.002979105452171074,0.002640299593178328,1.3424657534246576,1.0,0.6241526438298365,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_002834225.1 Ruminococcus bromii strain=ATCC 27255, ASM283422v1",cc0d1920d867de31a7e6286955b7e12a,0.11368110236220473,73000,26,903000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.9126029381640871,0.9582615970111883,0.9354322675876376,0.9582615970111883,False,98,7675,37117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii
274000,0.011181847861573621,0.012759752096244987,0.0028566764609859615,0.0022631139370099954,1.2,1.0,0.4342481186734474,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_013009555.1 Bacteroides dorei strain=DSM 17855, ASM1300955v1",92c62d3d608447418f79f40c554d2f69,0.04994531534815895,70000,27,833000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.9156627780931649,0.9429318152200898,0.9292972966566273,0.9429318152200898,False,84,7759,37117,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei
224000,0.009141364675155077,0.009313556398758192,0.0022037218413320275,0.0015087426246733302,1.037037037037037,1.0,0.18885257457751053,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_019412865.1 Bacteroides sp., ASM1941286v1",ea887218e0141cf6c988447e4d85d9a1,0.03863401172818213,54000,28,779000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.912052470794229,0.9381958890346036,0.9251241799144163,0.9381958890346036,False,56,7815,37117,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp019412865
53000,0.0021629121776036565,0.012738853503184714,0.0021221025138752855,0.0014279171269229733,1.0192307692307692,1.0,0.13733516208736252,/tmp/nxf.XXXXuvcUpY/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000803105.1 Coprobacter secundus strain=177, ASM80310v1",c083abda26cc998bedafb35abb65710d,0.012983831455169036,52000,29,727000,ERR479025_2.fastq.gz,ERR479025,852c7989,24504000,51,DNA,1000,24504,True,0.8866370198913355,0.9183493002170188,0.9024931600541771,0.9183493002170188,False,53,7868,37117,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter secundus
