intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
2357000,0.07859024373978861,0.4258355916892502,0.07859024373978861,0.10539172919211307,1.793805685193042,1.0,1.3380292442173736,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000828055.2 Klebsiella variicola strain=DSM 15968, ASM82805v2",ca204df8ee9b0eebdb0f442ab90dec5c,0.4258355916892502,2357000,0,14030000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9513505234773652,0.9834000690696335,0.9673752962734994,0.9834000690696335,False,4228,4228,40117,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella variicola
480000,0.01600480144043213,0.1440107671601615,0.014270947951051983,0.012662960839544333,1.1869158878504673,1.0,0.46626054890715596,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025150085.1 Dorea longicatena strain=DSM 13814, ASM2515008v1",77e56408450c979b22420d0739bfd623,0.16150740242261102,428000,11,6709000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.922123778943276,0.9648823482772667,0.9435030636102714,0.9648823482772667,False,508,15364,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena
377000,0.012570437798006068,0.13019287833827894,0.011703511053315995,0.010319814542463295,1.1794871794871795,1.0,0.4582025693565883,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000332875.2 Anaerostipes hadrus DSM 3319 strain=DSM 3319, ASM33287v2",11a8e5e9f5fa6b11c020b08a3ba744de,0.13983679525222553,351000,12,6358000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9177668374240856,0.9621604025298017,0.9399636199769437,0.9621604025298017,False,414,15778,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus
449000,0.014971158014070889,0.09182561307901907,0.011236704344636724,0.009372585188324152,1.1157270029673592,1.0,0.37931160074242837,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025147765.1 Blautia obeum ATCC 29174 strain=ATCC 29174, ASM2514776v1",aa800a95b7aa246d998085e9b2fb3124,0.1223433242506812,337000,13,6021000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9209174324607661,0.9596423756587639,0.9402799040597649,0.9596423756587639,False,376,16154,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum
320000,0.010669867626954753,0.1548137397194001,0.010669867626954753,0.010718647954732407,1.34375,1.0,0.7627817102552997,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000010425.1 Bifidobacterium adolescentis ATCC 15703 strain=ATCC 15703, ASM1042v1",b0e4a396e8e45e93a40b880914038134,0.1548137397194001,320000,14,5701000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9148216870918291,0.9640818610452884,0.9394517740685587,0.9640818610452884,False,430,16584,40117,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis
391000,0.01303724450668534,0.07352222765021983,0.010036344236604315,0.00884911633472094,1.1794019933554818,1.0,0.6924181047292336,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_020554845.1 Blautia faecis strain=DFI.3.66, ASM2055484v1",966f2aea56b388fc36102b75054e49d4,0.09550561797752809,301000,15,5400000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9184232280453078,0.9549938329170844,0.9367085304811962,0.9549938329170844,False,355,16939,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis
282000,0.009402820846253877,0.14156626506024098,0.009402820846253877,0.008824189246454122,1.2553191489361701,1.0,0.6291303839331941,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_009696075.1 Holdemanella biformis strain=LKV-472-APC-3, ASM969607v1",a84000c7ef58f47f4eafd654fbfc98c6,0.14156626506024098,282000,16,5118000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9125569225431364,0.9623923284419952,0.9374746254925658,0.9623923284419952,False,354,17293,40117,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella porci
299000,0.009969657563935847,0.07737909516380655,0.008269147410889934,0.0070045118029762946,1.1330645161290323,1.0,0.43351931426139384,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000020605.1 [Eubacterium] rectale ATCC 33656 strain=ATCC 33656, ASM2060v1",bb4d1c2199066ffc1226ec8433ce5698,0.09329173166926677,248000,17,4870000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9136049334865568,0.95455475675631,0.9340798451214334,0.95455475675631,False,281,17574,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
333000,0.01110333099929979,0.07386363636363637,0.0082358040745557,0.007203928509110851,1.1700404858299596,1.0,0.4963767489552746,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_001312505.1 [Ruminococcus] faecis JCM 15917 strain=JCM 15917, ASM131250v1",74084a0ba33e0aad9e3ea50a89ace6e7,0.09958133971291866,247000,18,4623000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.915536271259426,0.9557766815853338,0.9356564764223799,0.9557766815853338,False,289,17863,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis
229000,0.007635624020539495,0.08752904725019364,0.007535594011536795,0.0063564075080389856,1.1283185840707965,1.0,0.38373318222608527,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_004000625.1 Candidatus Cibiobacter qucibialis, ASM400062v1",442a7b6ad44794daf4265d6e6158d0b9,0.08869093725793958,226000,19,4397000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9088394030310479,0.9536086487868058,0.9312240259089268,0.9536086487868058,False,255,18118,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis
488000,0.016271548131105998,0.054860186418109184,0.006868727284852123,0.005882792830969414,1.145631067961165,1.0,0.5896809568567076,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_009707925.1 Blautia luti DSM 14534 strain=DSM 14534, ASM970792v1",1c6c4b2fe1822c673ff6fbdc03a3eda3,0.1299600532623169,206000,20,4191000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9224226913482133,0.9607794892242333,0.9416010902862233,0.9607794892242333,False,236,18354,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A luti
414000,0.013804141242372711,0.04690199950629474,0.006335233903504385,0.005608594860034399,1.1842105263157894,1.0,0.5551321870981312,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_013304735.1 Blautia luti strain=MSK.16.34, ASM1330473v1",f94992f34c1453c8a3bbe507e60a272f,0.10219698839792644,190000,21,4001000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9194531308542552,0.9562627035193855,0.9378579171868203,0.9562627035193855,False,225,18579,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066205
254000,0.008469207428895335,0.04218056240749877,0.005701710513153946,0.004636438417628437,1.087719298245614,1.0,0.40236298039227075,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_018223435.1 Lachnospiraceae bacterium Marseille-Q4251 strain=Marseille-Q4251, ASM1822343v1",5b7102c1db11e707bc7dfa1da48d660f,0.06265416872224963,171000,22,3830000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9106876898514804,0.947132596999339,0.9289101434254097,0.947132596999339,False,186,18765,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens sp900543575
159000,0.005301590477143143,0.06542056074766354,0.005134873795471975,0.004262532093626144,1.1103896103896105,1.0,0.3703576423792,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000196555.1 Bifidobacterium longum subsp. longum JCM 1217 strain=JCM 1217, ASM19655v1",4e5724ba16e37517faabf3d6eac4a812,0.0675446049277825,154000,23,3676000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9023614081275545,0.9485294018050241,0.9254454049662892,0.9485294018050241,False,171,18936,40117,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum
120000,0.004001200360108033,0.06518196632265073,0.004001200360108033,0.003215594386419722,1.075,1.0,0.29332859844663406,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000436835.1 Eubacterium sp. CAG:251, MGS251",491a1cd356571c4fd01bbec5344df263,0.06518196632265073,120000,24,3556000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.897395987832102,0.9478674226350511,0.9226317052335765,0.9478674226350511,False,129,19065,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835
236000,0.00786902737487913,0.03512396694214876,0.003967857023773799,0.004212677917092504,1.4201680672268908,1.0,1.4465014200850372,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_003481745.1 Firmicutes bacterium OM04-13BH strain=OM04-13BH, ASM348174v1",fa6f3b0aaec63a9374368bc5f3dfe959,0.06965761511216056,119000,25,3437000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9093761295715248,0.9491024835445561,0.9292393065580404,0.9491024835445561,False,169,19234,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia stercoris
238000,0.007935714047547598,0.03202650469353948,0.003867827014771098,0.003016177680285166,1.043103448275862,1.0,0.2030899825756853,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_902363135.1 Lachnospiraceae bacterium, MGYG-HGUT-00092",c78203a529c51f95b34b67123fde0510,0.06570955273329653,116000,26,3321000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9095266146823419,0.9480172620904707,0.9287719383864063,0.9480172620904707,False,121,19355,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp902363135
115000,0.0038344836784368645,0.03968253968253968,0.0038344836784368645,0.002966323503751527,1.0347826086956522,1.0,0.18322876091917806,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_015667935.1 Clostridium sp. 1001270J_160509_D11 strain=1001270J_160509_D11, ASM1566793v1",c45f5446d55770ed85cdda538b360888,0.03968253968253968,115000,27,3206000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.8966474212506302,0.9386886312537718,0.917668026252201,0.9386886312537718,False,119,19474,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter sp900540355
217000,0.007235503984528692,0.034995354598947044,0.0037677970057683973,0.003066031856818805,1.0884955752212389,1.0,0.31362911764016554,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025150245.1 Dorea formicigenerans strain=ATCC 27755, ASM2515024v1",7b7bf80b0639b07bda378c4de7e251f0,0.06720346856611954,113000,28,3093000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9078807332621005,0.9484352355205321,0.9281579843913164,0.9484352355205321,False,123,19597,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans
113000,0.0037677970057683973,0.032027452101801544,0.0037344536694341635,0.0028666151506842484,1.0267857142857142,1.0,0.20958383204116965,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000024265.1 Eggerthella lenta DSM 2243 strain=DSM 2243, ASM2426v1",9c03bee3a8ea07d1dca079c2919284a2,0.03231341149556763,112000,29,2981000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.8963390221422719,0.9349151813076776,0.9156271017249747,0.9349151813076776,False,115,19712,40117,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta
111000,0.00370111033309993,0.04486661277283751,0.00370111033309993,0.002966323503751527,1.072072072072072,1.0,0.29136867799632854,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900539945.1 uncultured Faecalibacterium sp., UMGS183",3bb5b6dd2b10e5252389d662c26718aa,0.04486661277283751,111000,30,2870000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.8960252245478423,0.9409512493000508,0.9184882369239465,0.9409512493000508,False,119,19831,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539945
181000,0.006035143876496282,0.03275759380583681,0.0036677669967656963,0.004137896652292046,1.509090909090909,1.0,1.8865333987138444,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_018784445.1 Gemmiger formicilis strain=MCC627, ASM1878444v1",05a0256de479fcb370d77f1d0c2ed04a,0.05390113162596784,110000,31,2760000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9046572565087762,0.9443421407165427,0.9244996986126595,0.9443421407165427,False,166,19997,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900540775
288000,0.009602880864259278,0.022331973373416362,0.0034677069787602947,0.003066031856818805,1.1826923076923077,1.0,0.6469517738078598,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003460605.1 Ruminococcus sp. AF31-8BH strain=AF31-8BH, ASM346060v1",dfa72f929418f30ec9c2e12209ca3076,0.06184238780330685,104000,32,2656000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9129337147081077,0.9468904368183809,0.9299120757632443,0.9468904368183809,False,123,20120,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145
98000,0.003267646960754893,0.03321799307958478,0.003200960288086426,0.002517635914948775,1.0520833333333333,1.0,0.22219509383022437,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_011405655.1 Adlercreutzia sp. 8CFCBH1 strain=8CFCBH1, ASM1140565v1",86e8ff01f78dff920413aaf9a95a3bfa,0.033910034602076124,96000,33,2560000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.8938394372478208,0.9357997105555482,0.9148195739016844,0.9357997105555482,False,101,20221,40117,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia hattorii
156000,0.005201560468140442,0.02630826422647984,0.0030675869427494915,0.0024677817384151355,1.076086956521739,1.0,0.2651371938619667,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_003481005.1 Firmicutes bacterium TM09-10 strain=TM09-10, ASM348100v1",c0d07a387323e9090cb0e8551aca2a08,0.04460966542750929,92000,34,2468000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.902024444469485,0.9408452897984954,0.9214348671339903,0.9408452897984954,False,99,20320,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900066775
280000,0.00933613417358541,0.045275590551181105,0.0030675869427494915,0.004038188299224767,1.7608695652173914,1.0,1.4398789594161643,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_002834225.1 Ruminococcus bromii strain=ATCC 27255, ASM283422v1",cc0d1920d867de31a7e6286955b7e12a,0.1377952755905512,92000,35,2376000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9124295766356322,0.9618829833751446,0.9371562800053883,0.9618829833751446,False,162,20482,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii
228000,0.007602280684205261,0.031205673758865248,0.002934213597412557,0.0025924171797492334,1.1818181818181819,1.0,0.41411061723383175,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_024168045.1 Dorea longicatena strain=NB2A-3-NA, ASM2416804v1",5fba9226860b39ee4f11395602a350d1,0.08085106382978724,88000,36,2288000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.908761417716738,0.9518797180826069,0.9303205678996724,0.9518797180826069,False,104,20586,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena_B
