intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
1794000,0.11029818628957885,0.5857002938295789,0.11029818628957885,0.21559650528404106,3.149944258639911,3.0,2.170115383400602,/tmp/nxf.XXXX5CrJYq/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_006542685.1 Alistipes dispar strain=5CPEGH6, Adis_1.0",e5d6acf97598006b3a0050a856d0ec6e,0.5857002938295789,1794000,0,6398000,ERR1293252.fastq.gz,ERR1293252,a69b94e0,16265000,51,DNA,1000,16265,True,0.9576941416899141,0.9895656612600665,0.9736299014749903,0.9895656612600665,False,5651,5651,26211,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes dispar
125000,0.00768521364893944,0.03574492422076065,0.00768521364893944,0.0048834458815001335,1.024,1.0,0.15304901175767197,/tmp/nxf.XXXX5CrJYq/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000024265.1 Eggerthella lenta DSM 2243 strain=DSM 2243, ASM2426v1",9c03bee3a8ea07d1dca079c2919284a2,0.03574492422076065,125000,11,1163000,ERR1293252.fastq.gz,ERR1293252,a69b94e0,16265000,51,DNA,1000,16265,True,0.9089547707723357,0.9367671538305649,0.9228609623014503,0.9367671538305649,False,128,12955,26211,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta
110000,0.006762988011066708,0.06030701754385965,0.006762988011066708,0.004692686276754034,1.1181818181818182,1.0,0.34985238917988837,/tmp/nxf.XXXX5CrJYq/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000160055.1 Dialister invisus DSM 15470 strain=DSM 15470, ASM16005v1",f5affa7513f69773c6fae6e4919ba6cc,0.06030701754385965,110000,12,1053000,ERR1293252.fastq.gz,ERR1293252,a69b94e0,16265000,51,DNA,1000,16265,True,0.9066792952569325,0.9464237804985073,0.9265515378777198,0.9464237804985073,False,123,13078,26211,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus
107000,0.006578542883492161,0.021717069210472905,0.006578542883492161,0.004578230513906375,1.1214953271028036,1.0,0.35415505273825076,/tmp/nxf.XXXX5CrJYq/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003697165.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 strain=ATCC 11775, ASM369716v2",84efa859553c7c5d22f6f6377fa345fd,0.021717069210472905,107000,13,946000,ERR1293252.fastq.gz,ERR1293252,a69b94e0,16265000,51,DNA,1000,16265,True,0.9061878388733106,0.9276587794282739,0.9169233091507922,0.9276587794282739,False,120,13198,26211,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
112000,0.006885951429449738,0.025135534746180386,0.006271134337534584,0.004311167067261837,1.107843137254902,1.0,0.3101821964618897,/tmp/nxf.XXXX5CrJYq/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_024622975.1 Blautia caecimuris strain=DSM 29492, ASM2462297v1",1248931c5307393cc9ef816719d4b9e7,0.02759980285855101,102000,14,844000,ERR1293252.fastq.gz,ERR1293252,a69b94e0,16265000,51,DNA,1000,16265,True,0.9069996852995925,0.9320292219481212,0.9195144536238569,0.9320292219481212,False,113,13311,26211,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris
100000,0.006148170919151552,0.015178143473398307,0.005840762373193975,0.0036625844111251,1.0105263157894737,1.0,0.10205641805087011,/tmp/nxf.XXXX5CrJYq/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_020215665.1 Blautia sp. NBRC 113351 strain=NBRC 113351, ASM2021566v1",8b38cce8c2d4b1af0b9e70afdd8fa62f,0.015976993129892956,95000,15,749000,ERR1293252.fastq.gz,ERR1293252,a69b94e0,16265000,51,DNA,1000,16265,True,0.9049864507692396,0.9220923367001624,0.9135393937347009,0.9220923367001624,False,96,13407,26211,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp001304935
300000,0.018444512757454658,0.013381266227281806,0.00411927451583154,0.0032429132806836825,1.2686567164179106,1.0,0.5620349368287381,/tmp/nxf.XXXX5CrJYq/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000424325.1 [Clostridium] clostridioforme AGR2157 strain=AGR2157, ASM42432v1",00ec25d96f02a31f9560cc8fb0be0494,0.05991611743559017,67000,16,682000,ERR1293252.fastq.gz,ERR1293252,a69b94e0,16265000,51,DNA,1000,16265,True,0.9246926291563708,0.946303111127638,0.9354978701420045,0.946303111127638,False,85,13492,26211,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis_A
73000,0.004488164770980633,0.022167487684729065,0.003873347679065478,0.0025180267826485064,1.0476190476190477,1.0,0.21295885499997996,/tmp/nxf.XXXX5CrJYq/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_021029595.1 Oscillospiraceae bacterium MH27-2 strain=MH27-2, ASM2102959v1",9f80a4aa0c0cd140334b7bd48cda4f2a,0.025686136523574946,63000,17,619000,ERR1293252.fastq.gz,ERR1293252,a69b94e0,16265000,51,DNA,1000,16265,True,0.8994191563511241,0.9307169500226973,0.9150680531869106,0.9307169500226973,False,66,13558,26211,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055
90000,0.005533353827236397,0.009860312243221035,0.0036889025514909315,0.0028613940711914843,1.25,1.0,0.673918887305191,/tmp/nxf.XXXX5CrJYq/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003434055.1 Enterocloster aldensis strain=AF19-9LB, ASM343405v1",eecb9a883e1e8956a099f9d7e63aac1a,0.014790468364831553,60000,18,559000,ERR1293252.fastq.gz,ERR1293252,a69b94e0,16265000,51,DNA,1000,16265,True,0.903118775952603,0.9206981970186736,0.9119084864856384,0.9206981970186736,False,75,13633,26211,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster aldenensis
67000,0.00411927451583154,0.016115351993214587,0.003504457423916385,0.002365419098851627,1.087719298245614,1.0,0.3875565269188513,/tmp/nxf.XXXX5CrJYq/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_900104635.1 Coprococcus phoceensis strain=Marseille-P3062, PRJEB16356",3c1093b123c8877409b70557b1c6bbf4,0.01894260672886627,57000,19,502000,ERR1293252.fastq.gz,ERR1293252,a69b94e0,16265000,51,DNA,1000,16265,True,0.8979078721299308,0.925175894501111,0.9115418833155209,0.925175894501111,False,62,13695,26211,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas phoceensis
65000,0.003996311097448509,0.00846754109247883,0.003135567168767292,0.002365419098851627,1.2156862745098038,1.0,0.6949037312419353,/tmp/nxf.XXXX5CrJYq/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_009696275.1 Eisenbergiella tayi strain=WCA-389-WT-23B, ASM969627v1",4e7fad02eba6485d3812b6d5d0b4a220,0.01079196413747302,51000,20,451000,ERR1293252.fastq.gz,ERR1293252,a69b94e0,16265000,51,DNA,1000,16265,True,0.8973744735286852,0.9150258072372434,0.9062001403829643,0.9150258072372434,False,62,13757,26211,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella porci
52000,0.0031970488779588073,0.017476406850751487,0.003074085459575776,0.0019838998893594293,1.04,1.0,0.19595917942265428,/tmp/nxf.XXXX5CrJYq/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_020564355.1 Lachnospira pectinoschiza strain=SL.1.13, ASM2056435v1",3bf2c0fcdedffa7ce0c88a9624ebba72,0.018175463124781546,50000,21,401000,ERR1293252.fastq.gz,ERR1293252,a69b94e0,16265000,51,DNA,1000,16265,True,0.893456710854371,0.9244262398327067,0.9089414753435388,0.9244262398327067,False,52,13809,26211,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000437735
