intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
1395000,0.08437670114316821,0.6929955290611028,0.08437670114316821,0.14297100727308956,2.057347670250896,2.0,1.379161915368466,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900547395.1 uncultured Opitutales bacterium, UMGS982",d6434e3f0d29708bef90aac33a03ad39,0.6929955290611028,1395000,0,6455000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.9526766921142998,0.9928349738121355,0.9727558329632177,0.9928349738121355,False,2870,2870,20074,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__UMGS1490;s__UMGS1490 sp900547395
108000,0.0065323897659227,0.041779497098646035,0.0065323897659227,0.005529540699412175,1.0277777777777777,1.0,0.16433554953054488,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000020225.1 Akkermansia muciniphila ATCC BAA-835 strain=ATCC BAA-835, ASM2022v1",43f3b48e59443092850964d355a20ac0,0.041779497098646035,108000,14,2404000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.9060627503912048,0.939636898931619,0.9228498246614119,0.939636898931619,False,111,7743,20074,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila
140000,0.008467912659529425,0.01809348299547663,0.0065323897659227,0.005479725017435488,1.0185185185185186,1.0,0.1348168498014911,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_900106755.1 Bacteroides faecis MAJ27 strain=MAJ27, IMG-taxon 2693429916 annotated assembly",29f2cc9d2d6e4b636e9cf811c74231fd,0.02345451499413637,108000,15,2296000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.9106849597330663,0.9290597727449761,0.9198723662390211,0.9290597727449761,False,110,7853,20074,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis
113000,0.006834815218048751,0.041035856573705176,0.006229964313796649,0.0053302779715054295,1.0388349514563107,1.0,0.23821056594922904,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000154465.1 Alistipes putredinis DSM 17216 strain=DSM 17216, ASM15446v1",2f08d0845365d89ec7bf59fbef01de57,0.0450199203187251,103000,16,2193000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.9068671329590939,0.9410141869886635,0.9239406599738786,0.9410141869886635,False,107,7960,20074,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis
95000,0.005746083590394967,0.026881720430107527,0.005746083590394967,0.0052306466075520575,1.105263157894737,1.0,0.3394634841388863,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_005121165.3 Dysosmobacter welbionis strain=J115, ASM512116v3",09a34dca3e142e3d9e58ce200e89b31c,0.026881720430107527,95000,17,2098000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.9037870546871176,0.9315475766584863,0.9176673156728019,0.9315475766584863,False,105,8065,20074,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter welbionis
100000,0.0060485090425210185,0.021958606764260473,0.005262202866993286,0.004732489787785195,1.0919540229885059,1.0,0.3904663850911042,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_003584705.1 Lachnospiraceae bacterium GAM79 strain=GAM79, ASM358470v1",70a12b75803f82aa8bff2c80aad9821b,0.02523977788995457,87000,18,2011000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.9046964965632932,0.9303970906873752,0.9175467936253342,0.9303970906873752,False,95,8160,20074,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565
87000,0.005262202866993286,0.03577302631578947,0.005262202866993286,0.004383780013948391,1.0114942528735633,1.0,0.10659331604018048,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900544375.1 uncultured Ruminococcaceae bacterium, UMGS668",10109c779a5baf5bc4fa694e8a809e35,0.03577302631578947,87000,19,1924000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.9022294760720094,0.936781588886797,0.9195055324794033,0.936781588886797,False,88,8248,20074,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus sp900544375
80000,0.004838807234016815,0.028828154249344814,0.004657351962741184,0.003935438876158215,1.025974025974026,1.0,0.1590577755054012,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025150425.1 [Eubacterium] siraeum strain=DSM 15702, ASM2515042v1",7c24794bacadf19541e3a6bc077d6d28,0.02995132909022838,77000,20,1847000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.9007467673584038,0.9335246838524809,0.9171357256054423,0.9335246838524809,False,79,8327,20074,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum
76000,0.0045968668723159745,0.06255144032921811,0.0045968668723159745,0.00413470160406496,1.0921052631578947,1.0,0.3315685044303724,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000437855.1 Clostridium sp. CAG:567, MGS567",420bf35d36562302d392540e5861f73b,0.06255144032921811,76000,21,1771000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.8998412959288389,0.9471021229319659,0.9234717094304024,0.9471021229319659,False,83,8410,20074,d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000437855
76000,0.0045968668723159745,0.03307223672758921,0.0045968668723159745,0.003835807512204842,1.013157894736842,1.0,0.11395071102426825,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900547155.1 uncultured bacterium, UMGS951",9e140e39c86d586fed55d4cc129258c8,0.03307223672758921,76000,22,1695000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.8998412959288389,0.9353407892215502,0.9175910425751945,0.9353407892215502,False,77,8487,20074,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Spyradomonas;s__Spyradomonas excrementavium
414000,0.025040827436037017,0.010922678930727221,0.0045968668723159745,0.004383780013948391,1.1578947368421053,1.0,0.5631824883955973,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000513195.1 Bacteroides timonensis, AP1",866b9dfffc66fc248b42c5707cded6b0,0.059499856280540386,76000,23,1619000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.9302527325823734,0.9461737613686624,0.9382132469755179,0.9461737613686624,False,88,8575,20074,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides timonensis
86000,0.005201717776568076,0.024991669443518827,0.004536381781890764,0.00413470160406496,1.1066666666666667,1.0,0.3492213560989012,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003324185.1 Faecalibacterium prausnitzii strain=ATCC 27768, ASM332418v1",a294186b3cb8cdd319bb9d5fdcde1f5a,0.02865711429523492,75000,24,1544000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.9020249793540074,0.932716492230025,0.9173707357920162,0.932716492230025,False,83,8658,20074,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii
88000,0.0053226879574184965,0.009693267826317886,0.0044154116010403435,0.003686360466274783,1.0136986301369864,1.0,0.11623673115395303,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001881565.1 Eisenbergiella tayi strain=DSM 26961, ASM188156v1",9baf6a48dca37589fb064628236b2af5,0.011685035187890054,73000,25,1471000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.9024316812028418,0.9164534123837614,0.9094425467933016,0.9164534123837614,False,74,8732,20074,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella tayi
71000,0.004294441420189923,0.03616912888436067,0.004294441420189923,0.0035867291023214108,1.0140845070422535,1.0,0.11783944035691203,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000435975.1 Oscillibacter sp. CAG:241, MGS241",69562c3cd3eb99b63b3b579067a35f6c,0.03616912888436067,71000,26,1400000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.8986413649925545,0.9369838785336422,0.9178126217630984,0.9369838785336422,False,72,8804,20074,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975
66000,0.003992015968063872,0.03288490284005979,0.003992015968063872,0.0035867291023214108,1.0909090909090908,1.0,0.2874797872880344,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_003522105.1 Oscillibacter sp., ASM352210v1",3a0c55ad38bb72b6562163e2580de420,0.03288490284005979,66000,27,1334000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.8973555522968341,0.9352366147735428,0.9162960835351884,0.9352366147735428,False,72,8876,20074,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp003522105
71000,0.004294441420189923,0.01243067508127749,0.003931530877638662,0.003238019328484607,1.0,1.0,0.0,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000025985.1 Bacteroides fragilis NCTC 9343, ASM2598v1",5ed7bd7e8a301425ed2ad891c3e399f5,0.013578122011856951,65000,28,1269000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.8986413649925545,0.9191555499628504,0.9088984574777025,0.9191555499628504,False,65,8941,20074,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis
66000,0.003992015968063872,0.02770330652368186,0.0037500756063630317,0.003387466374414666,1.096774193548387,1.0,0.34592920305689057,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900548625.1 uncultured Clostridiales bacterium, UMGS1113",7fb6a71cf2564945789014cdfe1a3486,0.029490616621983913,62000,29,1207000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.8973555522968341,0.9332409799758211,0.9152982661363276,0.9332409799758211,False,68,9009,20074,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900548625
67000,0.0040525010584890825,0.018719806763285024,0.0037500756063630317,0.003387466374414666,1.096774193548387,1.0,0.34592920305689057,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001406815.1 Roseburia faecis strain=M72, M72",a0f3a6070b93943510064cfd96143d45,0.020229468599033816,62000,30,1145000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.897620185873573,0.9263689912629192,0.9119945885682461,0.9263689912629192,False,68,9077,20074,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis
59000,0.0035686203350874007,0.0122517955217575,0.0035081352446621906,0.002988940918601176,1.0344827586206897,1.0,0.18246560765962694,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025148635.1 Butyricimonas virosa strain=DSM 23226, ASM2514863v1",f1e48f4468897441260545c7b17e1afc,0.012463033375580903,58000,31,1087000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.8953849920506154,0.9176124331206809,0.9064987125856481,0.9176124331206809,False,60,9137,20074,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa
100000,0.0060485090425210185,0.01611047180667434,0.0033871650638117702,0.0027896781906944306,1.0,1.0,0.0,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000296465.1 Barnesiella intestinihominis YIT 11860 strain=YIT 11860, Barn_inte_YIT_11860_V1",d196529161357ff3df29b07d59ecfd62,0.028768699654775604,56000,32,1031000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.9046964965632932,0.9327875688270435,0.9187420326951683,0.9327875688270435,False,56,9193,20074,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis
84000,0.005080747595717656,0.012097694590276193,0.0032057097925361397,0.0035369134203447243,1.3396226415094339,1.0,0.7756530109846969,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_019417795.1 Clostridiales bacterium, ASM1941779v1",5a199efdf60fbe8e0dc767e0c79a1bc4,0.019173704633645285,53000,33,978000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.9016088969863281,0.9253958962955913,0.9135023966409597,0.9253958962955913,False,71,9264,20074,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp019417795
51000,0.0030847396116857194,0.025705645161290324,0.0030847396116857194,0.002739862508717744,1.0784313725490196,1.0,0.3339095365867922,/tmp/nxf.XXXXrR9bov/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000435055.1 Clostridium sp. CAG:138, MGS138",d260972647a9dc349a6b0e9de9b99b64,0.025705645161290324,51000,34,927000,ERR1293165.fastq.gz,ERR1293165,9fa5dc28,16533000,51,DNA,1000,16533,True,0.8928304436910457,0.9307308052599101,0.9117806244754779,0.9307308052599101,False,55,9319,20074,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055
