intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
2918000,0.01666561959209782,0.6076634735526864,0.01666561959209782,0.011752876598708122,2.0589444825222754,2.0,1.2976835941092146,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000735375.1 Hafnia alvei ATCC 13337 strain=ATCC 13337, GHAL_DRAFTv1",8e90c30a7926e542dc0e2fe2ecfcfdd1,0.6076634735526864,2918000,0,92174000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9228556048650838,0.9902802112172941,0.956567908041189,0.9902802112172941,False,6008,6008,511194,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hafnia;s__Hafnia alvei
1321000,0.007544648211501448,0.39035769828926903,0.007167701366717878,0.005807971142071307,2.365737051792829,2.0,2.3303175395728175,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003478335.1 Clostridium sp. AM49-4BH strain=AM49-4BH, ASM347833v1",ff16223bcd34764bb61b5921e04eda49,0.4108864696734059,1255000,11,72721000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9086258294647934,0.9827112287055811,0.9456685290851873,0.9827112287055811,False,2969,78696,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003529475
1270000,0.007253371104168689,0.4123066798288911,0.00715627873505777,0.006692175573265727,2.7302474062250597,2.0,3.3990778082843303,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003287405.1 Faecalibacterium prausnitzii strain=APC923/51-1, ASM328740v1",83658285655599b5c47e0b3e5c0720bf,0.41790062520565974,1253000,12,71468000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9079246387914657,0.9830374412000511,0.9454810399957584,0.9830374412000511,False,3421,82117,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_J
1225000,0.006996361891816256,0.2314017976668579,0.0069106921543654444,0.0033235914349542444,1.4041322314049587,1.0,0.6871785282023104,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000025985.1 Bacteroides fragilis NCTC 9343, ASM2598v1",5ed7bd7e8a301425ed2ad891c3e399f5,0.23427041499330656,1210000,13,70258000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9072826239190089,0.9719446164346578,0.9396136201768334,0.9719446164346578,False,1699,83816,511194,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis
1292000,0.007379020052429879,0.2808282922289437,0.006893558206875282,0.0044131973379969245,1.8690969345484674,1.0,1.3705740896645702,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025151215.1 Parabacteroides merdae ATCC 43184 strain=ATCC 43184, ASM2515121v1",04366d02afc93cbeed4bfc2d3a9aa9a9,0.30060493252675663,1207000,14,69051000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9082304384381318,0.9767077402844089,0.9424690893612704,0.9767077402844089,False,2256,86072,511194,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae
1371000,0.007830214003004153,0.3334254143646409,0.006893558206875282,0.0038067739449211065,1.612261806130903,1.0,0.9626575878994565,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000265365.1 Alistipes finegoldii DSM 17242 strain=DSM 17242, ASM26536v1",32e9ec95ec567198d44d9d52c769243b,0.3787292817679558,1207000,15,67844000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9092879666632614,0.981142162297093,0.9452150644801771,0.981142162297093,False,1946,88018,511194,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii
1184000,0.006762197942784038,0.5195261079420799,0.006762197942784038,0.007705489501050482,3.326858108108108,3.0,2.4790517463231323,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003269275.1 Phascolarctobacterium faecium DSM 14760 strain=DSM 14760, ASM326927v1",7c43b2da8075c4100917842aa30c8367,0.5195261079420799,1184000,16,66660000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.906677218266942,0.9872421156939107,0.9469596669804263,0.9872421156939107,False,3939,91957,511194,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium
1074000,0.006133953201478089,0.38376251788268956,0.0061282418856480345,0.005455854333188574,2.5992544268406337,2.0,2.415714204908424,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000436535.1 Eubacterium sp. CAG:252, MGS252",2d5ecc2ee51dd5961462d43a4110e7a8,0.38412017167381973,1073000,17,65587000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9049453690474488,0.9814141071175018,0.9431797380824753,0.9814141071175018,False,2789,94746,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000436535
1095000,0.0062538908339092245,0.24860594795539034,0.006111107938157872,0.0030438541923418507,1.4542056074766354,1.0,1.206391109519394,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000190535.1 Odoribacter splanchnicus DSM 20712 strain=DSM 220712, ASM19053v1",903d4323f292a4facda7c7138f35e12d,0.25441449814126393,1070000,18,64517000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.905289036138488,0.973517937438617,0.9394034867885526,0.973517937438617,False,1556,96302,511194,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus
1055000,0.0060254382007070605,0.2859481582537517,0.005985458989896682,0.11165819630120855,54.46469465648855,49.0,45.12064715110197,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_015074785.1 Prevotella copri strain=YF2, ASM1507478v1",7e930297e6a022bb1488dcb6fef424b2,0.2878581173260573,1048000,19,63469000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9046287072627635,0.975878289913906,0.9402534985883347,0.975878289913906,False,57079,153381,511194,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp015074785
1065000,0.006082551359007602,0.34462893934259575,0.005808408199165006,0.004732058670485178,2.3785644051130777,2.0,1.8623350247409984,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_019967995.1 Faecalibacterium prausnitzii strain=Fp77, ASM1996799v1",264221f02d0ea5438188a28327519ed3,0.3608946119959336,1017000,20,62452000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9047960618857763,0.9802146392049234,0.9425053505453498,0.9802146392049234,False,2419,155800,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_E
1095000,0.0062538908339092245,0.29891304347826086,0.005654202671753546,0.003239474641721147,1.6727272727272726,1.0,1.064564043347093,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001406815.1 Roseburia faecis strain=M72, M72",a0f3a6070b93943510064cfd96143d45,0.33061594202898553,990000,21,61462000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.905289036138488,0.9785318732608401,0.9419104546996641,0.9785318732608401,False,1656,157456,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis
1027000,0.005865521357465546,0.2322240842710079,0.005539976355152463,0.0050880878883554975,2.681443298969072,2.0,1.9944681174506806,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003461245.1 Blautia sp. AF19-10LB strain=AF19-10LB, ASM346124v1",1010f41a1cf51346c99c112643c1110b,0.24587024180033518,970000,22,60492000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9041517064142698,0.9728660725634622,0.938508889488866,0.9728660725634622,False,2601,160057,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615
1093000,0.006242468202249116,0.32475111568829385,0.005402904775231166,0.0061346572925347325,3.315010570824524,3.0,2.515517769973221,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_009695995.1 Lachnospiraceae bacterium WCA3-601-WT-6H strain=WCA3-601-WT-6H, ASM969599v1",5d6c5014a4cd18c2fe5be407fbfab795,0.375214555441126,946000,23,59546000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9052565855859951,0.9809628096768269,0.9431096976314111,0.9809628096768269,False,3136,163193,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis
1026000,0.005859810041635493,0.3121272365805169,0.005380059511910949,0.0033353286619170024,1.8099787685774946,1.0,1.4220683329215484,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025146925.1 [Bacteroides] pectinophilus strain=ATCC 43243, ASM2514692v1",e924e34694026ed1a18ee2098b33f809,0.3399602385685885,942000,24,58604000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9041344357889279,0.9790667824675167,0.9416006091282223,0.9790667824675167,False,1705,164898,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bacteroides_F;s__Bacteroides_F pectinophilus
975000,0.005568532934302734,0.26019417475728157,0.005357214248590733,0.0034644381585073377,1.8880597014925373,1.0,2.576597620327123,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003478035.1 Clostridium sp. OF03-18AA strain=OF03-18AA, ASM347803v1",86ff0e7697688dce4a633d3f845b8f4e,0.27045769764216365,938000,25,57666000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9032310091013008,0.9746859214367644,0.9389584652690326,0.9746859214367644,False,1771,166669,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp900066785
927000,0.0052943897744601376,0.3586073500967118,0.0052943897744601376,0.00424496375153073,2.3408845738942827,2.0,1.5307986911567624,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000020225.1 Akkermansia muciniphila ATCC BAA-835 strain=ATCC BAA-835, ASM2022v1",43f3b48e59443092850964d355a20ac0,0.3586073500967118,927000,26,56739000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9023373607151268,0.9800924481794947,0.9412149044473108,0.9800924481794947,False,2170,168839,511194,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila
923000,0.005271544511139922,0.587747287811104,0.005260121879479813,0.003517255679839748,1.9522258414766558,2.0,1.188022900257543,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000435555.1 Firmicutes bacterium CAG:176, MGS176",f75e49f303593e98e86fc7d7e28e127f,0.5890236119974473,921000,27,55818000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9022608540473653,0.9896754520224117,0.9459681530348885,0.9896754520224117,False,1798,170637,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435555
965000,0.005511419776002193,0.30104623692203847,0.005094493720408245,0.0050724382524051535,2.9069506726457397,2.0,6.652259209096618,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_014287955.1 Lachnospira sp. NSJ-43 strain=NSJ-43, ASM1428795v1",b29b0d93212345cbbc98d9dd00407b7c,0.32568342895713803,892000,28,54926000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9030484443706182,0.9782435064793384,0.9406459754249783,0.9782435064793384,False,2593,173230,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900316325
917000,0.005237276616159597,0.25,0.0049631334563170005,0.003124058576587362,1.8377445339470655,1.0,1.3086074166344093,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000296465.1 Barnesiella intestinihominis YIT 11860 strain=YIT 11860, Barn_inte_YIT_11860_V1",d196529161357ff3df29b07d59ecfd62,0.2638089758342923,869000,29,54057000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9021454823894627,0.974210344224473,0.9381779133069679,0.974210344224473,False,1597,174827,511194,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis
842000,0.00480892792890554,0.4026781444285031,0.00480892792890554,0.006009460204931983,3.648456057007126,3.0,2.2603530594869903,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000433635.1 Ruminococcus sp. CAG:254, MGS254",97384978680cf4197a3ae067d0abfc7b,0.4026781444285031,842000,30,53215000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9006373760876747,0.9823224727421144,0.9414799244148946,0.9823224727421144,False,3072,177899,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635
878000,0.0050145352987874875,0.27524484971293484,0.00465472240149408,0.002552846864399817,1.6012269938650308,1.0,1.5465769735053128,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_902363825.1 Lachnospiraceae bacterium, MGYG-HGUT-00153",1baa5241695fdb60335365cbe03a030e,0.29652144545761566,815000,31,52400000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.901377024859708,0.9764458388280216,0.9389114318438648,0.9764458388280216,False,1305,179204,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45;s__CAG-45 sp000438375
807000,0.004609031874853647,0.30983733539891556,0.004569052664043269,0.0024315621857846532,1.55375,1.0,1.2940675938682646,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_004000625.1 Candidatus Cibiobacter qucibialis, ASM400062v1",442a7b6ad44794daf4265d6e6158d0b9,0.3125484120836561,800000,32,51600000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.8998879278443315,0.9774542011751786,0.938671064509755,0.9774542011751786,False,1243,180447,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis
889000,0.005077359772918083,0.21254836926478718,0.004392001873311592,0.002601751976744641,1.729518855656697,1.0,2.225207262881012,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000225345.1 Roseburia hominis A2-183 strain=A2-183, ASM22534v1",2a06d44b517751a885debff12d3f2b01,0.24571586511885019,769000,33,50831000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.9015971051057613,0.972854091584147,0.9372255983449542,0.972854091584147,False,1330,181777,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis
733000,0.004186394503429645,0.3597051597051597,0.004180683187599591,0.002797372426123937,1.953551912568306,2.0,1.121340901199984,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900542935.1 uncultured Clostridiales bacterium, UMGS509",bf26687982676d9d2782f7ba698ec4ef,0.3601965601965602,732000,34,50099000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.8981924801405937,0.9801774282883082,0.939184954214451,0.9801774282883082,False,1430,183207,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA7597;s__UBA7597 sp900542935
736000,0.004203528450919807,0.2861622892983144,0.004169260555939483,0.0031123213496246044,2.1794520547945204,2.0,1.8114898813316653,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_001916715.1 Firmicutes bacterium CAG:24053_14, ASM191671v1",7e2176433b3cbec7ec2ddaddec1f82cd,0.28851430811446493,730000,35,49369000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.8982644162072589,0.9759218603887208,0.9370931382979899,0.9759218603887208,False,1591,184798,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp001916715
722000,0.00412357002929905,0.2627365356622999,0.00412357002929905,0.0022202921004550132,1.57202216066482,1.0,0.8968665425116337,/tmp/nxf.XXXXum6R4z/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000437755.1 Roseburia sp. CAG:303, MGS303",b1bfc81f445bd60c679c1fa2827c85cb,0.2627365356622999,722000,36,48647000,ERR479207_2.fastq.gz,ERR479207,1a64750d,175091000,51,DNA,1000,175091,True,0.8979262220446933,0.9741325346623401,0.9360293783535167,0.9741325346623401,False,1135,185933,511194,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__CAG-303 sp000437755
