intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
3885000,0.012477718360071301,0.8090379008746356,0.012477718360071301,0.015096881082428055,2.884942084942085,3.0,1.7950001424641617,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000735375.1 Hafnia alvei ATCC 13337 strain=ATCC 13337, GHAL_DRAFTv1",8e90c30a7926e542dc0e2fe2ecfcfdd1,0.8090379008746356,3885000,0,144529000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.9176336210309922,0.9958535319271675,0.9567435764790799,0.9958535319271675,False,11208,11208,742405,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hafnia;s__Hafnia alvei
1467000,0.004711663535192947,0.6848739495798319,0.004711663535192947,0.008123598305507101,4.111111111111111,2.0,8.985062544904622,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000188175.1 Phascolarctobacterium succinatutens YIT 12067 strain=YIT 12067, ASM18817v1",c90964210746f7c7ce1dc8419f0465dc,0.6848739495798319,1467000,12,120965000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.9002766082172473,0.9926055047491724,0.9464410564832099,0.9926055047491724,False,6031,123029,742405,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens
1424000,0.004573557514733985,0.423683427551324,0.004573557514733985,0.009838295808891373,5.129213483146067,5.0,5.015441375430482,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_009494135.1 Prevotella copri strain=iAK278, ASM949413v1",29c5ed357ad46138fbfbe389c1783ea0,0.423683427551324,1424000,13,119541000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8997516055413659,0.9833023742143445,0.9415269898778552,0.9833023742143445,False,7304,130333,742405,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_B
1389000,0.004461145637616226,0.4328125,0.004448298565945624,0.004432890403485968,2.376173285198556,2.0,2.558064153898335,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900545925.1 uncultured Clostridiales bacterium, UMGS830",4b857dddb16cfeb2fb707c915e51ee8b,0.4340625,1385000,14,118156000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8993126735650149,0.9837691099294795,0.9415408917472472,0.9837691099294795,False,3291,133624,742405,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900545925
1252000,0.004021133432898139,0.41286237920693103,0.003979380449968685,0.0062553458018197615,3.74818401937046,3.0,5.007938283840639,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003324185.1 Faecalibacterium prausnitzii strain=ATCC 27768, ASM332418v1",a294186b3cb8cdd319bb9d5fdcde1f5a,0.4171942685771409,1239000,15,116917000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8974834337458585,0.9830048341900733,0.9402441339679659,0.9830048341900733,False,4644,138268,742405,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii
1258000,0.00404040404040404,0.39896873992910087,0.003976168682051035,0.012415056471871822,7.445072697899838,7.0,7.275435296863736,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_009495355.1 Prevotella copri strain=iAQ1173, ASM949535v1",df10afd343e2bcdc7863ba59d6ded0bf,0.40541411537222044,1238000,16,115679000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8975675703487122,0.98245290797689,0.9400102391628011,0.98245290797689,False,9217,147485,742405,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215
1223000,0.003927992163286281,0.3307171853856563,0.00392478039536863,0.0028865646109603247,1.753682487725041,1.0,1.531678162706613,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025145845.1 Alistipes shahii WAL 8301 strain=WAL 8301, ASM2514584v1",ce3fdcea4344bf5e1303cba1f2181070,0.3309878213802436,1222000,17,114457000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8970711187293562,0.9785534429420174,0.9378122808356868,0.9785534429420174,False,2143,149628,742405,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii
1236000,0.003969745146215734,0.2627673505019642,0.0038669685728509257,0.002287161320303608,1.410299003322259,1.0,1.047585537686432,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025147485.1 Bacteroides uniformis strain=ATCC 8492, ASM2514748v1",177d80c9d0f18e5195e47e20bdf54706,0.2697512003491925,1204000,18,113253000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.897257122001582,0.974635933824533,0.9359465279130574,0.974635933824533,False,1698,151326,742405,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis
2162000,0.006943842237959885,0.21819176084578928,0.0038444861974273738,0.004253742903132387,2.638262322472849,1.0,5.4043183007138715,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_013009555.1 Bacteroides dorei strain=DSM 17855, ASM1300955v1",92c62d3d608447418f79f40c554d2f69,0.3940940576011666,1197000,19,112056000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.9071485867929239,0.9819075197627196,0.9445280532778217,0.9819075197627196,False,3158,154484,742405,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei
1191000,0.003825215589921472,0.5129645635263613,0.003812368518250871,0.0033701281645463054,2.1078348778433025,2.0,1.3452769687661164,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000431815.1 Butyrivibrio sp. CAG:318, MGS318",2fcc85597797d0876a68cab8a9f7847e,0.5146931719965427,1187000,20,110869000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8966048761176291,0.9870612129012748,0.9418330445094519,0.9870612129012748,False,2502,156986,742405,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp000431815
1213000,0.0038958744841097784,0.5224471830985915,0.003812368518250871,0.009436897650204404,5.902274641954508,5.0,3.5707630359906135,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_023921805.1 Ruminococcus sp. FMBCY1 strain=FMBCY1, ASM2392180v1",7a52d4f8398040e086a9380334cecdba,0.5338908450704225,1187000,21,109682000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8969267155042198,0.9877702251305863,0.942348470317403,0.9877702251305863,False,7006,163992,742405,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955
1270000,0.0040789452554158435,0.3818663136995367,0.003706380176968412,0.004071901455405069,2.619584055459272,2.0,3.105872645110987,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_010509575.1 Faecalibacterium prausnitzii A2-165 strain=JCM 31915, ASM1050957v1",5136f6c0a3924e615495681fbaf7095d,0.4202514890800794,1154000,22,108528000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8977346697269006,0.9831455745207216,0.9404401221238111,0.9831455745207216,False,3023,167015,742405,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae
1156000,0.003712803712803713,0.3336352657004831,0.003549003549003549,0.0028394205319199088,1.9076923076923078,1.0,2.4960755832085995,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001406815.1 Roseburia faecis strain=M72, M72",a0f3a6070b93943510064cfd96143d45,0.34903381642512077,1105000,23,107423000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8960806470784808,0.9795725750958156,0.9378266110871483,0.9795725750958156,False,2108,169123,742405,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis
1278000,0.004104639398757046,0.4300740163615115,0.0035457917810858986,0.004018022507930308,2.7019927536231885,2.0,1.8338986980556202,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000432135.1 Firmicutes bacterium CAG:124, MGS124",6b915c74416fbc7426b7dfb5b1f7e785,0.497857421114141,1104000,24,106319000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8978452115300338,0.9864177580250302,0.942131484777532,0.9864177580250302,False,2983,172106,742405,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135
1095000,0.0035168858698270463,0.6014293567894448,0.003513674101909396,0.007889224883991892,5.353747714808044,5.0,2.749455594171859,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_004558525.1 Clostridiales bacterium, ASM455852v1",d5e00c7367ea65546bc537fa2f496630,0.6019791094007697,1094000,25,105225000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8951286474028983,0.9900977351443666,0.9426131912736324,0.9900977351443666,False,5857,177963,742405,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp004558525
1108000,0.0035586388527564998,0.47989276139410186,0.0034494387435563905,0.006123342380506597,4.232774674115456,4.0,2.6502883317845316,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900548625.1 uncultured Clostridiales bacterium, UMGS1113",7fb6a71cf2564945789014cdfe1a3486,0.49508489722966936,1074000,26,104151000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.895335818623385,0.9863097516652908,0.9408227851443378,0.9863097516652908,False,4546,182509,742405,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900548625
1050000,0.0033723563135327843,0.43612151477320016,0.0033659327776974835,0.0034334359278291498,2.4322519083969465,2.0,1.9791831449552575,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900554695.1 uncultured Prevotella sp., UMGS1741",0a0fb55560f6cb42326284cc3a7ab9b6,0.4369538077403246,1048000,27,103103000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8943924139335562,0.9838971809578039,0.93914479744568,0.9838971809578039,False,2549,185058,742405,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900554695
1175000,0.003773827303239068,0.31100478468899523,0.0033402386343562816,0.0038119355338393467,2.7211538461538463,2.0,3.6683593345119005,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_001312505.1 [Ruminococcus] faecis JCM 15917 strain=JCM 15917, ASM131250v1",74084a0ba33e0aad9e3ea50a89ace6e7,0.3513755980861244,1040000,28,102063000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8963671290370131,0.9797010212048932,0.9380340751209532,0.9797010212048932,False,2830,187888,742405,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis
1023000,0.003285638579756227,0.5711892797319933,0.003285638579756227,0.013201689105003333,9.580645161290322,10.0,4.39330967122133,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000016525.1 Methanobrevibacter smithii ATCC 35061 strain=ATCC 35061; PS; DSMZ 861, ASM1652v1",84d0a8ee2bacb5298bd9d78cb01c1a0c,0.5711892797319933,1023000,29,101040000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8939356771020442,0.9890790005815592,0.9415073388418017,0.9890790005815592,False,9801,197689,742405,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii
1242000,0.003989015753721636,0.42737547090832984,0.003279215043920926,0.002755908163334029,2.0039177277179236,2.0,1.3395163105459147,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000431015.1 Alistipes sp. CAG:514, MGS514",c51a462f448063c67eef7892545b57eb,0.5198827961490163,1021000,30,100019000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8973423236799483,0.9872554015257338,0.942298862602841,0.9872554015257338,False,2046,199735,742405,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000431015
1015000,0.0032599444364150246,0.5115927419354839,0.0032599444364150246,0.011714630154699928,8.56847290640394,8.0,3.6898197231256997,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000435055.1 Clostridium sp. CAG:138, MGS138",d260972647a9dc349a6b0e9de9b99b64,0.5115927419354839,1015000,31,99004000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8937980763837409,0.9869442809834865,0.9403711786836138,0.9869442809834865,False,8697,208432,742405,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055
1021000,0.003279215043920926,0.3474081702711981,0.003250309132662074,0.0048086960621224265,3.527667984189723,3.0,2.2846422507421535,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_009695995.1 Lachnospiraceae bacterium WCA3-601-WT-6H strain=WCA3-601-WT-6H, ASM969599v1",5d6c5014a4cd18c2fe5be407fbfab795,0.3504977686234123,1012000,32,97992000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8939013760847476,0.9796529710992932,0.9367771735920204,0.9796529710992932,False,3570,212002,742405,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis
1134000,0.0036421448186154067,0.2706766917293233,0.0032374620609914727,0.0022225065833338946,1.6369047619047619,1.0,1.3769312349752039,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001487165.1 Blautia massiliensis strain=GD9, Blautia massiliensis1",26a084514a434ed691fd39a9b849e9f4,0.30451127819548873,1008000,33,96984000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8957431067502454,0.976955036425719,0.9363490715879822,0.976955036425719,False,1650,213652,742405,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis
1029000,0.0033049091872621285,0.3538406827880512,0.0031957090780620192,0.004191782113536412,3.127638190954774,3.0,3.967808902553734,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900539625.1 uncultured Prevotella sp., UMGS156",024e7f90d7d6c01a9526f3a6821af502,0.3659317211948791,995000,34,95989000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8940381870755424,0.9804810781386023,0.9372596326070723,0.9804810781386023,False,3112,216764,742405,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900539625
1042000,0.003346662170191582,0.35405501964987496,0.003182862006391418,0.006532822381314781,4.894046417759839,4.0,4.768915798682029,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_018228685.1 Clostridiaceae bacterium Marseille-Q4149 strain=Marseille-Q4149, ASM1822868v1",1bba9d7c75b903b81673df1b6344def2,0.37227581279028227,991000,35,94998000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8942582963295468,0.9808115799817853,0.937534938155666,0.9808115799817853,False,4850,221614,742405,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp001916855
970000,0.0031154148801207627,0.36053912392362414,0.0030929325046972107,0.0049730268519204476,3.833852544132918,3.0,2.349392092791473,/tmp/nxf.XXXX6Vuivx/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025150425.1 [Eubacterium] siraeum strain=DSM 15702, ASM2515042v1",7c24794bacadf19541e3a6bc077d6d28,0.3631598652190191,963000,36,94035000,ERR479065_2.fastq.gz,ERR479065,f0b74704,311355000,51,DNA,1000,311355,True,0.8930036885461461,0.9803349084476277,0.936669298496887,0.9803349084476277,False,3692,225306,742405,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum
