intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
2960000,0.010494555949101404,0.8878224355128974,0.010494555949101404,0.007274394544820118,5.585135135135135,5.0,3.4229228237595675,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_014131695.1 Erysipelatoclostridium ramosum DSM 1402 strain=DSM 1402, ASM1413169v1",7067e76f1f8fb6fb2a7b6a18482cbfb2,0.8878224355128974,2960000,0,77406000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.9145245614938119,0.9976697092354312,0.9560971353646215,0.9976697092354312,False,16532,16532,2272629,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia ramosa
1541000,0.0054635509180963725,0.3788936627282492,0.00500264136627773,0.0017327949260526026,2.7909284195605952,2.0,3.219946238702585,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001487165.1 Blautia massiliensis strain=GD9, Blautia massiliensis1",26a084514a434ed691fd39a9b849e9f4,0.41380236305048335,1411000,11,57530000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.9028939949877132,0.9828474983689149,0.942870746678314,0.9828474983689149,False,3938,798583,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis
1486000,0.005268550723096178,0.33390327308255985,0.004846641210277574,0.001226333026640072,2.0387710314557426,1.0,3.2310383363619892,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_020554845.1 Blautia faecis strain=DFI.3.66, ASM2055484v1",966f2aea56b388fc36102b75054e49d4,0.3629702002931119,1367000,12,56163000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.9022508040478124,0.9803248668068933,0.9412878354273528,0.9803248668068933,False,2787,801370,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis
1366000,0.004843095752186661,0.4393988892518785,0.004768641132277496,0.004658921451763574,7.872118959107807,7.0,5.3063758003507076,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_009696065.1 Lachnospiraceae bacterium BSM-380-WT-5A strain=BSM-380-WT-5A, ASM969606v1",73677b2e91ab00f52564bad2dbf630bb,0.4462593923554394,1345000,13,54818000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.9007624137018805,0.9843038053667565,0.9425331095343186,0.9843038053667565,False,10588,811958,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia intestinalis
1456000,0.005162186980368798,0.40041866028708134,0.00474736838373202,0.006201188139375147,10.525018670649738,10.0,6.664918907512239,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_001312505.1 [Ruminococcus] faecis JCM 15917 strain=JCM 15917, ASM131250v1",74084a0ba33e0aad9e3ea50a89ace6e7,0.4354066985645933,1339000,14,53479000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.9018900643787465,0.9838287551623134,0.94285940977053,0.9838287551623134,False,14093,826051,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis
1345000,0.004768641132277496,0.4386947923533289,0.004719004719004719,0.019128067097621302,32.66040570999249,32.0,11.343105532045971,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_004346095.1 Faecalimonas umbilicata strain=DSM 103426, ASM434609v1",4d731f895c2fd95110047057d95e38e8,0.44330916282135796,1331000,15,52148000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.9004888222171852,0.984175796893478,0.9423323095553315,0.984175796893478,False,43471,869522,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata
1310000,0.004644550099095554,0.3459664320519762,0.004531095440186349,0.000814915236934845,1.4491392801251957,1.0,1.9103937056249691,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000577815.1 Clostridium saudiense strain=JCC, JCC",4599c592b29ff0cefbb3502c5085d033,0.3546291283161884,1278000,16,50870000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.9000233920118431,0.9798780903686903,0.9399507411902668,0.9798780903686903,False,1852,871374,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense
1260000,0.004467277194549922,0.487993803253292,0.004467277194549922,0.0013556986204083465,2.4452380952380954,2.0,2.745446652962509,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_004000625.1 Candidatus Cibiobacter qucibialis, ASM400062v1",442a7b6ad44794daf4265d6e6158d0b9,0.487993803253292,1260000,17,49610000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.899336893471694,0.9860307902040135,0.9426838418378538,0.9860307902040135,False,3081,874455,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis
1134000,0.0040205494750949295,0.46418338108882523,0.0040205494750949295,0.005583401426277672,11.189594356261022,10.0,13.312094102527073,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_009738225.1 Streptococcus salivarius strain=ICDC2, ASM973822v1",5ae9afeb0726da98b9ad23f621cd14d6,0.46418338108882523,1134000,18,48476000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8974808779852947,0.9850641225227966,0.9412725002540456,0.9850641225227966,False,12689,887144,2272629,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435
1586000,0.005623096532187441,0.23702726473175023,0.003822003822003822,0.0011559299824124396,2.4369202226345084,1.0,3.7866588597556796,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025148125.1 Blautia wexlerae DSM 19850 strain=DSM 19850, ASM2514812v1",7f2073ec6218c72ec98b02ac15cb9880,0.34872471416007034,1078000,19,47398000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.9034037174349782,0.9795555578322167,0.9414796376335974,0.9795555578322167,False,2627,889771,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae
1037000,0.003676640040276404,0.4297274275979557,0.00357736721373085,0.00311797482123127,7.022794846382557,7.0,6.064934038757788,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_002834235.1 Ruminococcus bromii strain=5AMG, ASM283423v1",c788aae2c6f3cc3e1e9802e6b555f644,0.4416524701873935,1009000,20,46389000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.895908686265255,0.9841035474402628,0.9400061168527589,0.9841035474402628,False,7086,896857,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B
1011000,0.0035844581299126752,0.366839762611276,0.0035064580519125975,0.0007251513555446138,1.666329625884732,1.0,1.8644372245666543,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000332875.2 Anaerostipes hadrus DSM 3319 strain=DSM 3319, ASM33287v2",11a8e5e9f5fa6b11c020b08a3ba744de,0.375,989000,21,45400000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8954627403535443,0.980951807870753,0.9382072741121487,0.980951807870753,False,1648,898505,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus
967000,0.0034284579739125194,0.3973619126133553,0.0034178215996397815,0.0014709836053310944,3.4678423236514524,2.0,44.440365224866646,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900539695.1 uncultured Ruminococcaceae bacterium, UMGS168",647cc15ec7adb7648c056fd8c58d5d73,0.398598516075845,964000,22,44436000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8946818034725746,0.9821263570231358,0.9384040802478553,0.9821263570231358,False,3343,901848,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695
1095000,0.003882276609549337,0.5138361367335865,0.0033575488120942665,0.0012804553668900643,3.07286166842661,2.0,3.542467139867606,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000188295.1 Streptococcus vestibularis ATCC 49124 strain=ATCC 49124, ASM18829v1",b74a4ef9d3c1655862fcea0e8cab2fbc,0.594139989148128,947000,23,43489000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8968652265665035,0.9898432975988006,0.943354262082652,0.9898432975988006,False,2910,904758,2272629,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus vestibularis
904000,0.0032050941141850233,0.41441027994492885,0.0032015486560941107,0.07735270473095257,194.67774086378736,183.0,143.90179538085403,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001436025.1 Lactobacillus mucosae DSM 13345 strain=DSM 13345, ASM143602v1",5e548c8cde0b3cf9dd2d60b3c8f28d91,0.4148692060578247,903000,24,42586000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8935007417678031,0.9828971204798485,0.9381989311238258,0.9828971204798485,False,175794,1080552,2272629,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus mucosae
855000,0.003031366667730304,0.40240384615384617,0.0029675484220938768,0.0014459025208250005,3.925925925925926,3.0,3.003663117519222,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_943193075.1 Streptococcus sp. DSM 110150, Streptococcus_sp_nov_DSM110150",3ccd6568a61dd81addc2db62bb4fa2ab,0.4110576923076923,837000,25,41749000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.89252494337942,0.9827192566873492,0.9376221000333846,0.9827192566873492,False,3286,1083838,2272629,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_E
818000,0.0029001847183665365,0.33970099667774084,0.0029001847183665365,0.0005033817662275716,1.3985330073349633,1.0,0.7028393685657275,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_905193765.1 uncultured Eubacterium sp., ERR260134-mag-bin.27",57de1b7608f8c8b14a0aefeed6e1138e,0.33970099667774084,818000,26,40931000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8917510726162577,0.9790521377301132,0.9354016051731855,0.9790521377301132,False,1144,1084982,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter sp905193765
941000,0.003336276063548791,0.22533220243143906,0.002825730098457371,0.0008584771205506927,2.4479297365119197,1.0,5.666504312341804,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_900104635.1 Coprococcus phoceensis strain=Marseille-P3062, PRJEB16356",3c1093b123c8877409b70557b1c6bbf4,0.2660446706248233,797000,27,40134000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8942037964875406,0.9743715600430506,0.9342876782652956,0.9743715600430506,False,1951,1086933,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas phoceensis
782000,0.0027725482270936816,0.4264625478403499,0.0027654573109118564,0.0005025017281747263,1.464102564102564,1.0,0.7662720878105426,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_014207505.1 Leuconostoc carnosum strain=DSM 5576, ASM1420750v1",76d3685d33c1c2752a2edb6c7ea8c215,0.42755604155276106,780000,28,39354000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8909644477650883,0.9834778192581197,0.9372211335116041,0.9834778192581197,False,1142,1088075,2272629,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc carnosum
764000,0.002708729981457254,0.36450381679389315,0.002708729981457254,0.0013570186774876146,4.036649214659686,3.0,3.039653686096478,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_902810435.1 Veillonella parvula strain=SKV38, SKV38",67bbd99ec027fb9f3b058c8a204b14b5,0.36450381679389315,764000,29,38590000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8905577201240776,0.9804059158180144,0.935481817971046,0.9804059158180144,False,3084,1091159,2272629,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula_A
793000,0.0028115482660937205,0.2442091330244871,0.002616548071093526,0.0006318673219430008,1.9457994579945799,2.0,1.2845928664022817,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_010509575.1 Faecalibacterium prausnitzii A2-165 strain=JCM 31915, ASM1050957v1",5136f6c0a3924e615495681fbaf7095d,0.2624090006618134,738000,30,37852000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8912085090306732,0.9741087086890616,0.9326586088598674,0.9741087086890616,False,1436,1092595,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae
736000,0.0026094571549117006,0.3624809354346721,0.00252791161882071,0.0005896254954064214,1.879382889200561,1.0,1.4209546444706476,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_002959915.1 Veillonella atypica KON strain=ATCC 17744, ASM295991v1",154e4b388ee290a12ac4205af985e5c8,0.37417386883579057,713000,31,37139000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8899059714615941,0.9809093884570323,0.9354076799593132,0.9809093884570323,False,1340,1093935,2272629,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella atypica
702000,0.0024889115798206705,0.31392745185848636,0.002485366121729758,0.002737798382402055,8.87589158345221,8.0,9.699493535593446,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003725955.1 Slackia isoflavoniconvertens strain=DSM 22006, ASM372595v1",a7365c0507a871d575e3e379fff18aea,0.3143752798925213,701000,32,36438000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8890810671831935,0.977565906717655,0.9333234869504242,0.977565906717655,False,6222,1100157,2272629,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__Slackia_A isoflavoniconvertens
772000,0.0027370936461845554,0.20023419203747073,0.0024250933341842433,0.0012223728554022677,4.06140350877193,2.0,9.491410479162951,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_900209925.1 Anaerobutyricum hallii, EH1",84b0ba7d93d1acab2a2022439c432f48,0.2259953161592506,684000,33,35754000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8907396353054938,0.9712595075828966,0.9309995714441952,0.9712595075828966,False,2778,1102935,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum soehngenii
744000,0.0026378208196390016,0.23921431076815153,0.002418002418002418,0.0005253827175487068,1.750733137829912,1.0,1.0909012076781355,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_003096535.1 Agathobaculum butyriciproducens strain=DSM 100391, ASM309653v1",f95593bb2ec2b82c10cb0d4ba8cefe38,0.26096106629252896,682000,34,35072000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8900946326098687,0.9740030306389479,0.9320488316244082,0.9740030306389479,False,1194,1104129,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens
679000,0.0024073660437296802,0.4036860879904875,0.0024073660437296802,0.0008734377674490645,2.9234167893961707,2.0,7.402783546159779,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001433875.1 Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012 strain=DSM 20074, ASM143387v1",f5177572ed1807f4eda8f82ea44aca2c,0.4036860879904875,679000,35,34393000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8885005251504352,0.98237062644949,0.9354355757999626,0.98237062644949,False,1985,1106114,2272629,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus delbrueckii
652000,0.002311638675275039,0.30765595463137996,0.0023080932171841264,0.0009772822576848224,3.4116743471582183,2.0,3.459591461403806,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000191405.1 Haemophilus parainfluenzae ATCC 33392 strain=ATCC 33392, ASM19140v1",b1e22ace646ab35a4d62e77d146363fc,0.30812854442344045,651000,36,33742000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8877938984498569,0.9771812741240767,0.9324875862869668,0.9771812741240767,False,2221,1108335,2272629,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae
