intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
3598000,0.0061722676822259966,0.8424256614376024,0.0061722676822259966,0.022317938101876197,20.063646470261258,20.0,5.719796448911839,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000426485.1 Dysgonomonas capnocytophagoides DSM 22835 strain=DSM 22835, ASM42648v1",6bceacfaadf7ac4a75a3d4e51fe26883,0.8424256614376024,3598000,0,89496000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.9050558655001543,0.9966434916651856,0.9508496785826699,0.9966434916651856,False,72189,72189,3234573,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__Dysgonomonas capnocytophagoides
1730000,0.0029677662841164462,0.43676627534685164,0.0028082274029471808,0.0032607086004860612,6.442883323152108,4.0,13.303099468230934,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003435375.1 Clostridium sp. AM34-11AC strain=AM34-11AC, ASM343537v1",dbc6837b95ffa97bbc27800d0a9cc61b,0.4615795090715048,1637000,16,50816000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8921539403784229,0.9849554746114646,0.9385547074949437,0.9849554746114646,False,10547,1355900,3234573,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp900066535
1639000,0.0028116583466282403,0.5649913344887348,0.0027962191000634727,0.001172643189688407,2.326993865030675,2.0,1.4087178763603045,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_015560805.1 Mediterraneibacter glycyrrhizinilyticus strain=BSD2780061687b_171204_B1, ASM1556080v1",cf9239adc869fdb33e75fe12f966af18,0.5681109185441942,1630000,17,49186000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8912091932034654,0.9889742032436164,0.9400916982235409,0.9889742032436164,False,3793,1359693,3234573,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella glycyrrhizinilytica_A
1623000,0.002784210797179764,0.23586829836829837,0.0027773489098176455,0.0028186100607406296,5.631253860407659,5.0,2.7318787588800713,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003201875.1 Hungatella effluvii strain=DSM 24995, ASM320187v1",cf2a3220056f7a2960a252f7e48a83b8,0.23645104895104896,1619000,18,47567000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8910377827839182,0.9721212050347017,0.9315794939093099,0.9721212050347017,False,9117,1368810,3234573,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella effluvii
1608000,0.0027584787195718183,0.6977854971775944,0.0027567632477312884,0.0014113145691873395,2.8406969508400746,3.0,2.026154194784383,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_900104615.1 Phocea massiliensis strain=Marseille-P2769, PRJEB16353",1289625c0b95442b0f86edbca3d5ba8c,0.6982197134172818,1607000,19,45960000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8908755742021538,0.992981189870738,0.9419283820364459,0.992981189870738,False,4565,1373375,3234573,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Phocea;s__Phocea massiliensis
1698000,0.0029128711852194947,0.528557279630241,0.0027464704166881102,0.0011330707329839209,2.2891942535915053,2.0,1.4888935188330104,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_002222595.2 Blautia hansenii DSM 20583 strain=DSM 20583, ASM222259v2",c1156247325572f938d66eef920685a8,0.5605810498514361,1601000,20,44359000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8918273962297607,0.9887154973130232,0.940271446771392,0.9887154973130232,False,3665,1377040,3234573,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hansenii
1586000,0.002720738339080164,0.7411214953271028,0.002720738339080164,0.012807872940261358,26.121059268600252,24.0,22.155627989049943,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_007164725.1 Dialister hominis strain=5BBH33, ASM716472v1",dd786084790083855f28fd57d8ce9bb9,0.7411214953271028,1586000,21,42773000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8906349646557379,0.9941428925616631,0.9423889286087005,0.9941428925616631,False,41428,1418468,3234573,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister hominis
1495000,0.002564630401591958,0.3125653355634539,0.002564630401591958,0.003182800326349104,6.88628762541806,6.0,3.446550201557139,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000701705.1 Bilophila wadsworthia ATCC 49260 strain=ATCC 49260, ASM70170v1",b1bd0a4998658b6084d0785f2a2c686c,0.3125653355634539,1495000,22,41278000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.889603667010072,0.977455238911661,0.9335294529608664,0.977455238911661,False,10295,1428763,3234573,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia
1477000,0.002533751908462423,0.6267515923566879,0.002532036436621893,0.000984364860524094,2.1571815718157183,2.0,2.039503811298221,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003402575.1 Mesosutterella multiformis strain=4NBBH2, ASM340257v1",75ca9f8664d32ee6ded948902adeb894,0.627176220806794,1476000,23,39802000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8893923989619937,0.990894109600068,0.9401432542810308,0.990894109600068,False,3184,1431947,3234573,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Mesosutterella;s__Mesosutterella multiformis
1472000,0.0025251745492597738,0.45633187772925765,0.002509735302695006,0.0017223293460991605,3.8079289131920713,3.0,9.597683846556938,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_003460745.1 Firmicutes bacterium AM55-24TS strain=AM55-24TS, ASM346074v1",80420d374bef48c7644cd7f87f70f8f9,0.4591391141609482,1463000,24,38339000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8893332653451452,0.9848531009945733,0.9370931831698592,0.9848531009945733,False,5571,1437518,3234573,d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215
1454000,0.0024942960561302385,0.38648572236358497,0.0023450500060041516,0.0016240165239739526,3.842721287490856,2.0,10.857162155163033,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_900104635.1 Coprococcus phoceensis strain=Marseille-P3062, PRJEB16356",3c1093b123c8877409b70557b1c6bbf4,0.4110828385637546,1367000,25,36972000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.88911874146996,0.982720435424091,0.9359195884470255,0.982720435424091,False,5253,1442771,3234573,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas phoceensis
1401000,0.0024033760485821626,0.4701362207474677,0.002309025097353027,0.013023975653046013,31.297919762258545,30.0,11.906880344402122,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025150745.1 Eubacterium ventriosum strain=ATCC 27560, ASM2515074v1",440e1bb1587f3739d335baca21132760,0.4893468389800908,1346000,26,35626000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8884716269473966,0.986084323707659,0.9372779753275278,0.986084323707659,False,42127,1484898,3234573,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum
1300000,0.002230113392688659,0.5522514868309261,0.002230113392688659,0.0009197504585613,2.2884615384615383,2.0,1.4440399853501082,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000196555.1 Bifidobacterium longum subsp. longum JCM 1217 strain=JCM 1217, ASM19655v1",4e5724ba16e37517faabf3d6eac4a812,0.5522514868309261,1300000,27,34326000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8871691076107475,0.9884253170057244,0.937797212308236,0.9884253170057244,False,2975,1487873,3234573,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum
1249000,0.0021426243288216423,0.43273231622746183,0.0021409088569811128,0.0006548004945320449,1.6971153846153846,1.0,1.0421830574078284,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_004341945.1 Longicatena caecimuris strain=DSM 29481, ASM434194v1",ec474f39efdf2c5b28f7b0fd2429ad0d,0.4330790568654646,1248000,28,33078000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8864731959039698,0.9837253574386119,0.9350992766712909,0.9837253574386119,False,2118,1489991,3234573,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena caecimuris
1220000,0.00209287564544628,0.4469584569732938,0.002067143567838334,0.0019019512003593674,5.105394190871369,5.0,3.1774118408603065,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000332875.2 Anaerostipes hadrus DSM 3319 strain=DSM 3319, ASM33287v2",11a8e5e9f5fa6b11c020b08a3ba744de,0.45252225519287836,1205000,29,31873000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8860649495758575,0.9845728188561147,0.9353188842159861,0.9845728188561147,False,6152,1496143,3234573,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus
1226000,0.0021031684764894584,0.26952423698384204,0.002060281680476215,0.0007577507139273097,2.0407993338884265,1.0,2.824155475313332,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_017161075.1 Erysipelotrichaceae bacterium 66202529 strain=66202529, ASM1716107v1",a305e813f6e318571a3897e451ebc04a,0.2751346499102334,1201000,30,30672000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8861501892801552,0.9750136413412245,0.9305819153106898,0.9750136413412245,False,2451,1498594,3234573,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ sp000165065
1132000,0.001941914123479663,0.233895373973195,0.0018561405314531762,0.0005605067500408864,1.6756007393715342,1.0,2.232166098073679,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_012317185.1 [Clostridium] innocuum strain=ATCC 14501, ASM1231718v1",91693cab416177f5c43d8f522dba510f,0.24470384781668827,1082000,31,29590000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.88476521465326,0.9727753669606738,0.9287702908069668,0.9727753669606738,False,1813,1500407,3234573,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum
1096000,0.0018801571372205924,0.3301361386138614,0.0018304084538452302,0.0005874036542072168,1.780693533270853,1.0,3.6140777394814507,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_018408705.1 Oscillibacter sp. MM59 strain=MM59, ASM1840870v1",908eb3d8cd17152b5b4b71096e30a1b2,0.33910891089108913,1067000,32,28523000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8842047149671928,0.9790186493002739,0.9316116821337334,0.9790186493002739,False,1900,1502307,3234573,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter faecalis
1073000,0.0018407012848884086,0.1671193481386803,0.0017943835451941057,0.0005317548869665332,1.644359464627151,1.0,5.715005049508659,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_020215665.1 Blautia sp. NBRC 113351 strain=NBRC 113351, ASM2021566v1",8b38cce8c2d4b1af0b9e70afdd8fa62f,0.1714331362837514,1046000,33,27477000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8838370883825031,0.9660113973321771,0.9249242428573401,0.9660113973321771,False,1720,1504027,3234573,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp001304935
1018000,0.001746350333659273,0.4910757356488181,0.001746350333659273,0.0010236281574105763,3.2524557956777995,3.0,3.0335580302183383,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000785515.1 Streptococcus salivarius strain=NCTC 8618, ASM78551v1",60ed22ecb89c02b71ce7854e0188c722,0.4910757356488181,1018000,34,26459000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8829256719268147,0.9861525175366257,0.9345390947317203,0.9861525175366257,False,3311,1507338,3234573,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius
1003000,0.001720618256051327,0.4660148975791434,0.0017171873123702675,0.0005070221015262292,1.6383616383616384,1.0,0.9155592085837434,/tmp/nxf.XXXXwY8jdk/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900541905.1 uncultured Ruminococcaceae bacterium, UMGS404",cd397b784c29de1c0a34d4bbcc7823d9,0.46694599627560524,1001000,35,25458000,ERR1018237_2.fastq.gz,ERR1018237,b99bd66e,582930000,51,DNA,1000,582930,True,0.8826687189332535,0.9851787427400225,0.9339237308366379,0.9851787427400225,False,1640,1508978,3234573,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__UMGS1071 sp900541905
